id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
3225,1937,,,,36,66,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_020b.jpg,2,16r,20b,1,1,full,The monastery with its monks that has been moved to the shore of the sea,church; monastery; tree; water; ox,,,,,,,,2000,23,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,46
3226,1938,,,,34,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_021a.jpg,1,16v,21a,2,1,left,The priest Yoḥannǝs is depicted standing praying before the icon of the Virgin and Child,church,priest,,,,,,,2000,24,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,43
3227,1938,,,,34,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_021a.jpg,1,16v,21a,2,2,right,St Mary is taking out a breast and dropping her milk into the eyes of Yoḥannǝs,church; breast milk,Mary; priest,,,,,,,2000,24,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,43
3228,1939,,,,36,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_021b.jpg,1,17r,21b,2,2,bottom,The rich man standing next to a small statue of himself in front of the icon of the Virgin and Child,wax; arrow; rug,Mary,,,,,,,2000,25,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,48
3229,1939,,,,36,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_021b.jpg,1,17r,21b,2,1,top,The rich man from Qʷalāsis travelling with his companions on a ship,water; boat; recurve bow; arrow; hat,,,,,The episode occurs in the ships.,,,2000,25,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,48
3230,1940,FALSE,,,37,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022a.jpg,1,17v,22a,3,1,center,The woman and her blind daughter standing praying before the icon of the Virgin and Child,church; icon,Mary,,,,,,,2000,26,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,59
3231,1940,FALSE,,,37,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022a.jpg,1,17v,22a,3,2,left,"Both lying asleep before St Mary, who wakes up the girl",bed; blanket,,,,,,,,2000,26,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,59
3232,1940,FALSE,,,37,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022a.jpg,1,17v,22a,3,3,right,"The girl standing before the icon of St Mary, who takes out her breast and drops her milk into the girl's eyes",church; rug; head covering; breast milk,Mary,,,,,,,2000,26,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,59
3233,1941,FALSE,,,35,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022b.jpg,1,18r,22b,3,1,bottom-left,"The poor widow praying before the the icon of the Virgin and Child, below which her three daughters are sitting",church; building; icon; head cover,Mary,,,,,,,2000,27,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,57
3234,1941,FALSE,,,35,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022b.jpg,1,18r,22b,3,2,bottom-right,"The funeral of the eldest daugher, who is wrapped in a shroud and surrounded by persons",shroud,,,,,,,,2000,27,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,57
3235,1941,FALSE,,,35,51,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_022b.jpg,1,18r,22b,3,3,top-left,The two other daughters standing next to the blacksmith,head covering,,,,,,,,2000,27,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,57
3236,1942,FALSE,,,36,49,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_023a.jpg,1,18v,23a,3,1,top,The two brothers sitting and writing next to each other,rug; ink well; ink horn; reed; pen; folio; book,scribe,,,,,,,2000,28,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,61
3237,1942,FALSE,,,36,49,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_023a.jpg,1,18v,23a,3,2,bottom-left,The demons seizing the scribe,,demon; soul,,,Devil,,,,2000,28,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,61
3238,1942,FALSE,,,36,49,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_023a.jpg,1,18v,23a,3,3,bottom-right,St Mary pulling down the scribe from amongs the demons,,Mary; soul; demon,,,Soul,,,,2000,28,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,61
3239,1943,FALSE,,,39,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_023b.jpg,1,19r,23b,2,1,bottom-left,"Giyorgis lying in prison bound at his hands and feet, with a dove appearing to him",prison; bonds; shackles; dove; bird,,,,,,,,2000,29,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,68
3240,1943,FALSE,,,39,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_023b.jpg,1,19r,23b,2,2,bottom-right,Giyorgis standing healed from his wounds,prison,,,,,,,,2000,29,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,68
3241,1944,FALSE,,,36,49,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_024a.jpg,1,19v,24a,2,1,top,The custodian of the church standing in front of the sitting Kaṭir ordering him to leave the church,church; walking stick,,,,,,,,2000,30,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,82
3242,1944,FALSE,,,36,49,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_024a.jpg,1,19v,24a,2,2,bottom,St Mary sitting on a throne surrounded by two angels with the custodian of the church sitting before her,throne; stick; club; spear; sword,Mary; angel,,,,,,,2000,30,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,82
3243,1945,FALSE,,,37,71,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_024b.jpg,1,20r,24b,3,1,top,The two brothers and the Muslim customer gathered around a piece of cloth,cloth,,,,,,,,2000,31,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,83
3244,1945,FALSE,,,37,71,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_024b.jpg,1,20r,24b,3,2,bottom-right,Nazib lying in prison bound at his hands and feet,prison; head covering,,,,,,,,2000,31,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,83
3245,1945,FALSE,,,37,71,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_024b.jpg,1,20r,24b,3,3,bottom-left,"St George of Lydda riding on a horse, brandishing a weapon, and appearing to the judge",horse; saddle; reins; sword; bed; blanket; hat,George of Lydda,,,,,,,2000,31,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,83
3246,1946,FALSE,,,36,58,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_025a.jpg,1,20v,25a,3,1,top-left,"The bishop sitting on a throne before the people, who are gathered in a church, and amongst whom is the man with the petrified foot",church; throne; handkerchief,bishop,,,,,,,2000,32,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,99
3247,1946,FALSE,,,36,58,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_025a.jpg,1,20v,25a,3,2,right,The man with the petrified foot standing and praying before an icon of the Virgin and Child while his foot is healed,church; building; rock,Mary,,,,,,,2000,32,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,99
3248,1946,FALSE,,,36,58,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_025a.jpg,1,20v,25a,3,3,bottom-left,The man showing his healed foot to the bishop with the people standing in the background,throne; head covering,bishop,,,,,,,2000,32,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,99
3249,1947,,,,35,53,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_025b.jpg,1,21r,25b,2,1,top,The leprous bishop standing before the sitting patriarch and showing him his leprosy,throne; head covering,bishop; patriarch,,,,,,,2000,33,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,103
3250,1947,,,,35,53,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_025b.jpg,1,21r,25b,2,2,bottom,The bishop praying before the icon of the Virgin and Child,head covering; icon; church,Mary; bishop,,,,,,,2000,33,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,103
3251,1948,,,,35,53,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_026a.jpg,2,21v,26a,1,1,full,The healed bishop distributing the Eucharist,Eucharist; Eucharistic bread; chalice; church; crown; mitre,bishop,,,,,,,2000,34,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,103
3252,1949,,,,32,46,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_026b.jpg,1,22r,26b,3,1,top-left,Two men carrying the woman with a broken foot on a stretcher,bed; stretcher,,,,,,,,2000,35,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,112
3253,1949,,,,32,46,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_026b.jpg,1,22r,26b,3,2,bottom-left,The woman lying below the icon of the Virgin and Child,bed; stretcher; headrest,,,,,,,,2000,35,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,112
3254,1949,,,,32,46,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_026b.jpg,1,22r,26b,3,3,bottom-right,"The custodian of the church and the healed woman standing before the icon of St Mary, who is extending her hand",church; icon; handkerchief,Mary,,,,,,,2000,35,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,112
3255,1950,,,,37,76,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027a.jpg,1,22v,27a,5,1,top-right,Sofyā lying on top of a building before the icon of the Virgin and Child while an angel carries away the child from her womb,church; icon; bed; blanket,Mary; angel,,,,,,,2000,36,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,158
3256,1950,,,,37,76,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027a.jpg,1,22v,27a,5,2,top-center,The angel handing the child to Finkǝs,,,,,,,,,2000,36,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,158
3257,1950,,,,37,76,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027a.jpg,1,22v,27a,5,3,bottom-left,The bishop sitting on a throne in front of a group of women accusing Sofyā,throne; mitre,bishop,,,,,,,2000,36,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,158
3258,1950,,,,37,76,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027a.jpg,1,22v,27a,5,4,top-left,The bishop and Sofyā sitting next to each other,hat,,,,,,,,2000,36,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,158
3259,1950,,,,37,76,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027a.jpg,1,22v,27a,5,5,bottom-right,"The child as a grown man is appointed bishop, he is surrounded by two persons",mitre; hat,,,,,,,,2000,36,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,158
3260,1951,,,,38,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027b.jpg,1,23r,27b,2,1,top,Bārok sitting in his house surrounded by those for whom he makes a feast,table; food; knife; rug,,,,,,,,2000,37,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,140
3261,1951,,,,38,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_027b.jpg,1,23r,27b,2,2,bottom,His guests sitting and drinking wine,cup; beaker; vase; jar,,,,,,,,2000,37,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,140
3262,1952,,,,38,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_028a.jpg,2,23v,28a,1,1,full,Bārok surrounded by his attackers who are holding various weapons,club; sword,Mary,,,,,,,2000,38,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,140
3263,1953,,,,39,41,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_028b.jpg,1,24r,28b,2,1,left,ʾAnǝsṭāsyos standing praying in a church before the icon of the Virgin and Child,,Mary,,,,,,,2000,39,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,142
3264,1953,,,,39,41,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_028b.jpg,1,24r,28b,2,2,right,"ʾAnǝsṭāsyos lying before St Mary, who together with the Child is extending her hand towards him",bed; blanket; pillow,Mary; demon,,,,,,,2000,39,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,142
3265,1954,FALSE,,,35,52,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_029b.jpg,1,25r,29b,2,1,top-left,"The monk surrounded by the other monks, who are attacking him",walking stick; food,monk,,,,This could be a conflation of Episodes 1 and 2,,,2000,40,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,7
3266,1954,FALSE,,,35,52,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_029b.jpg,1,25r,29b,2,2,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; monk cap,Mary; monk,,,,,,,2000,40,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,7
3267,1955,,,,46,94,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_030b.jpg,1,26r,30b,2,1,top,The cannibal surrounded by the bodies of those he killed,knife; decapitated bodies; dismembered bodies,cannibal; murderer,,,,,,,2000,41,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,125
3268,1955,,,,46,94,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_030b.jpg,1,26r,30b,2,2,bottom,The cannibal attempting to buy an ox from the farmer,plow; yoke; recurve bow; arrow; quiver; knife; scabbard; whip; ox,farmer,,,,,,,2000,41,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,125
3269,1956,,,,46,94,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_031a.jpg,2,26v,31a,4,1,top-right,"The peasant and other inhabitants fleeing from the cannibal, with several houses depicted in the background",spear; walking stick; house,servant,,,,,,,2000,42,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,125
